,features
VTN_ITGB3,0.0
VTN_ITGB6,0.0
VTN_TNFRSF11B,0.0
VTN_PVR,0.0
VTN_ITGB5,0.0
IBSP_ITGB3,0.0
IBSP_ITGAV,0.0
INHBE_ACVR2B,0.0
LUM_ITGB1,0.0
DHH_PTCH1,0.0
NPB_GRM7,0.0
CALCA_TSHR,0.0
COL4A5_CD47,0.0
COL4A5_ITGB1,0.0
SLIT3_ROBO2,0.0
SLIT3_ROBO1,0.0
PMCH_GRM7,0.0
COL7A1_ITGB1,0.0
NPB_NPBWR2,0.0
BTLA_VTCN1,0.0
CLCF1_CNTFR,0.0
BTLA_TNFRSF14,0.0
BTLA_CD247,0.0
GHRL_PTGER3,0.0
GHRL_TBXA2R,0.0
HSP90AA1_ITGB3,0.0
HSP90AA1_FGFR3,0.0
FGG_ITGB1,0.0
FGG_ITGB3,0.0
CALCA_ADRB3,0.0
CALCA_GPR20,0.0
CALCA_CALCR,0.0
CALCA_GPR84,0.0
EFNA5_EPHB2,0.0
EFNA5_EPHA6,0.0
EFNA5_EPHA2,0.0
NXPH3_NRXN1,0.0
NXPH3_NRXN3,0.0
NPW_NPBWR2,0.0
NPW_GRM7,0.0
CTHRC1_FZD5,0.0
CTHRC1_FZD6,0.0
CTHRC1_FZD3,0.0
CNTN2_CNTNAP2,0.0
CNTN2_CNTN1,0.0
CNTN2_NRCAM,0.0
BCAN_NRCAM,0.0
FBLN1_ITGB1,0.0
CALCA_ADCYAP1R1,0.0
CALCA_CALCRL,0.0
FGG_ITGB2,0.0
FGG_TLR4,0.0
CXCL14_CXCR4,0.0
ICAM4_ITGAM,0.0
ICAM4_ITGA4,0.0
ICAM4_ITGB3,0.0
ICAM4_ITGB2,0.0
ICAM4_ITGB1,0.0
ICAM4_RHAG,0.0
TNFSF13_TNFRSF14,0.0
TNFSF13_FAS,0.0
HMGB1_SDC1,0.0
HMGB1_TLR9,0.0
HMGB1_THBD,0.0
HMGB1_TLR4,0.0
HMGB1_CXCR4,0.0
HMGB1_AGER,0.0
HMGB1_CD163,0.0
FYN_SPN,0.0
FN1_ITGA4,0.0
FN1_ITGB3,0.0
ICAM4_ITGAL,0.0
SLPI_PLSCR4,0.0
EDN3_EDNRB,0.0
COL9A3_MAG,0.0
EDN3_KEL,0.0
RTN4_TNFRSF19,0.0
RTN4_GJB2,0.0
RTN4_LINGO1,0.0
C1QTNF1_AVPR2,0.0
DMP1_PHEX,0.0
DMP1_ITGB3,0.0
NTN4_DCC,0.0
WNT7B_FZD4,0.0
WNT7B_TMED5,0.0
PTN_SDC1,0.0
PTN_SDC3,0.0
PTN_PTPRZ1,0.0
PTN_PTPRS,0.0
PTN_ALK,0.0
NCR3LG1_NCR3,0.0
COL9A3_ITGB1,0.0
EFNA5_EPHB1,0.0
EFNA5_EPHA5,0.0
EFNA5_EPHA3,0.0
GNAI2_LPAR3,0.0
GNAI2_EDNRA,0.0
GNAI2_ADORA1,0.0
GNAI2_C5AR1,0.0
GNAI2_F2R,0.0
GNAI2_FPR1,0.0
GNAI2_S1PR3,0.0
GNAI2_UNC5B,0.0
GNAI2_CAV1,0.0
GNAI2_PTPRU,0.0
GNAI2_TBXA2R,0.0
GNAI2_CXCR3,0.0
GNAI2_EDNRB,0.0
GNAI2_CXCR2,0.0
GNAI2_DRD2,0.0
GNAI2_ADCY7,0.0
GNAI2_TSHR,0.0
GNAI2_CNR1,0.0
GNAI2_S1PR5,0.0
GH1_PRLR,0.0
ANGPT2_TEK,0.0
GH1_GHR,0.0
CLCF1_IL6ST,0.0
LPL_CD44,0.0
LPL_SDC1,0.0
LPL_VLDLR,0.0
EFEMP2_AQP1,0.0
EFEMP2_PLSCR4,0.0
ADAM17_MUC1,0.0
ADAM17_ITGB1,0.0
ADAM17_RHBDF2,0.0
ADAM17_IL6R,0.0
ADAM17_MET,0.0
ADAM17_ERBB4,0.0
VEGFB_RET,0.0
FGF5_FGFR2,0.0
FGF5_FGFR1,0.0
FGF5_FGFR3,0.0
LEP_LEPR,0.0
ANGPT2_TIE1,0.0
TLN1_ITGB3,0.0
EFNA5_EPHA10,0.0
SEMA6D_PLXNA1,0.0
WNT11_MUSK,0.0
WNT11_KLRG2,0.0
FBN1_ITGB3,0.0
FBN1_ITGB1,0.0
PSEN1_NOTCH4,0.0
PSEN1_CD44,0.0
BGN_TLR4,0.0
BGN_TLR1,0.0
BMP8A_BMPR2,0.0
BMP8A_BMPR1A,0.0
BMP8A_BMPR1B,0.0
CSF1_SIRPA,0.0
IZUMO1_CD9,0.0
P4HB_MTTP,0.0
JAG2_NOTCH4,0.0
EFNA5_EPHB6,0.0
EFNA5_EPHA7,0.0
MTMR4_SMAD3,0.0
SEMA6D_TREM2,0.0
AGTRAP_RACK1,0.0
LAMA3_ITGB1,0.0
PKM_CD44,0.0
CALR_MPL,0.0
CALR_TSHR,0.0
TAC1_TACR2,0.0
LPA_ITGAM,0.0
LPA_LPAR3,0.0
LPA_ITGB2,0.0
LPA_LPAR1,0.0
LPA_LPAR4,0.0
LPA_LPAR2,0.0
FGF13_FGFR1,0.0
FGF13_SCN5A,0.0
FGF13_FGFR2,0.0
FGF13_FGFR3,0.0
FGF13_SCN8A,0.0
MMP1_CD44,0.0
PENK_GRM7,0.0
FN1_C5AR1,0.0
FN1_ITGA6,0.0
FN1_ITGA8,0.0
EFNA3_EPHA6,0.0
ADAM12_SDC4,0.0
S100A8_ITGB2,0.0
S100A8_TLR4,0.0
S100A8_CD36,0.0
S100A8_AGER,0.0
S100A12_TLR4,0.0
S100A12_CD36,0.0
S100A9_ITGB2,0.0
S100A9_TLR4,0.0
S100A9_CD36,0.0
S100A9_AGER,0.0
NGF_NTRK1,0.0
NGF_SORCS2,0.0
NGF_TRPV1,0.0
NGF_MAGED1,0.0
NGF_BEX3,0.0
NGF_SORCS3,0.0
ADAM12_ITGB1,0.0
EFNA3_EPHA5,0.0
L1CAM_FGFR2,0.0
EFNA3_EPHA10,0.0
VIP_GPR84,0.0
VIP_GPR20,0.0
VIP_TSHR,0.0
CFH_ITGAM,0.0
PTGS2_ALOX5,0.0
XCL1_ADGRV1,0.0
APOA2_LDLR,0.0
SEMA4A_PLXNB2,0.0
SEMA4A_PLXNB3,0.0
EFNA1_EPHB6,0.0
EFNA1_EPHA7,0.0
EFNA1_EPHA10,0.0
EFNA1_EPHA5,0.0
EFNA1_EPHB1,0.0
EFNA1_EPHA6,0.0
EFNA3_EPHB6,0.0
EFNA3_EPHA7,0.0
WNT2B_FZD4,0.0
L1CAM_EPHB2,0.0
C4BPA_CD40,0.0
SFTPD_SIRPA,0.0
MMP9_ITGAM,0.0
MMP9_RECK,0.0
MMP9_CD44,0.0
MMP9_ITGB2,0.0
MMP9_EPHB2,0.0
EDN2_EDNRB,0.0
COL9A2_ITGB1,0.0
COL9A2_MAG,0.0
PLAU_ITGAM,0.0
PLAU_VLDLR,0.0
PLAU_ITGB1,0.0
PLAU_ITGB2,0.0
BMP8B_BMPR2,0.0
BMP8B_BMPR1B,0.0
ANGPTL2_LILRB2,0.0
SEMA3F_PLXNA1,0.0
TNFSF15_TNFRSF25,0.0
SFTPD_TLR4,0.0
CEL_CXCR4,0.0
L1CAM_CNTN1,0.0
COL5A1_ITGB1,0.0
COL11A1_ITGB1,0.0
COL11A1_DDR1,0.0
CD40LG_ITGAM,0.0
CD40LG_CD40,0.0
CD40LG_ITGB2,0.0
CD40LG_TRAF3,0.0
BMP5_BMPR2,0.0
BMP5_BMPR1A,0.0
BMP5_BMPR1B,0.0
ITGB3BP_ITGB3,0.0
GNAS_CRHR1,0.0
GNAS_GLP1R,0.0
GNAS_GCGR,0.0
GNAS_ADCY7,0.0
GNAS_TSHR,0.0
ANGPTL3_ITGB3,0.0
RBP4_STRA6,0.0
VIP_ADCYAP1R1,0.0
C4BPA_BMPR2,0.0
FN1_DPP4,0.0
RSPO3_SDC4,0.0
ADAM15_ITGB1,0.0
ADAM15_ITGB3,0.0
CALM1_KCNQ3,0.0
CALM1_GRM3,0.0
CALM1_CALCR,0.0
CALM1_GRM4,0.0
CALM1_CRHR1,0.0
CALM1_GRM7,0.0
CALM1_MYLK,0.0
CALM1_PDE1A,0.0
CALM1_HMMR,0.0
CALM1_ADCYAP1R1,0.0
CALM1_RYR2,0.0
CALM1_GLP1R,0.0
CALM1_PDE1C,0.0
CALM1_TRPC3,0.0
CALM1_AQP6,0.0
RSPO3_FZD8,0.0
RSPO3_LGR4,0.0
CALM1_MYLK2,0.0
RSPO3_LGR6,0.0
FN1_CD44,0.0
FN1_ITGB1,0.0
FN1_TMPRSS6,0.0
FN1_COL13A1,0.0
FN1_TSHR,0.0
FN1_MAG,0.0
COL18A1_ITGB1,0.0
COL18A1_ITGB3,0.0
COL18A1_GPC4,0.0
HP_ITGAM,0.0
HP_ITGB2,0.0
HP_TLR4,0.0
HP_CD163,0.0
RSPO1_LGR6,0.0
RSPO1_LGR4,0.0
RSPO1_ZNRF3,0.0
RSPO1_FZD8,0.0
CALM1_PTPRA,0.0
CALM1_SCN4A,0.0
TGFB2_TGFBR1,0.0
COL6A1_ITGA6,0.0
TGM2_ITGB1,0.0
TGM2_ITGB3,0.0
TGM2_SDC4,0.0
TGM2_TBXA2R,0.0
TGM2_ADGRG1,0.0
CNTF_CNTFR,0.0
CNTF_IL6R,0.0
CNTF_IL6ST,0.0
AGT_AGTR1,0.0
DLL1_NOTCH4,0.0
THBS2_ITGA4,0.0
THBS2_ITGB1,0.0
THBS2_ITGB3,0.0
THBS2_NOTCH4,0.0
THBS2_ITGA6,0.0
THBS2_CD36,0.0
TGFB2_ENG,0.0
TGM2_ITGA4,0.0
COL6A1_ITGB1,0.0
COL9A1_ITGB1,0.0
CXCL9_CCR3,0.0
COL9A1_MAG,0.0
SEMA4F_NRP2,0.0
GAD1_GRM4,0.0
ITIH2_FCER1A,0.0
NLGN3_NRXN1,0.0
NLGN3_NRXN3,0.0
CCL20_CXCR3,0.0
CCL20_CCR6,0.0
FGF17_FGFR2,0.0
FGF17_FGFR1,0.0
F8_LDLR,0.0
COL4A2_ITGB3,0.0
LAMC3_ITGA6,0.0
LAMC3_ITGB1,0.0
CCL28_ACKR2,0.0
CCL28_CCR3,0.0
CXCL9_CXCR3,0.0
CLCF1_CRLF1,0.0
PLG_F3,0.0
DHH_HHIP,0.0
AGRP_MC5R,0.0
NODAL_ACVR2B,0.0
NODAL_SMAD3,0.0
NODAL_ACVR1B,0.0
WNT4_FZD8,0.0
WNT4_FZD2,0.0
WNT4_FZD6,0.0
ACE_BDKRB2,0.0
AGRP_MC4R,0.0
AGRP_SDC3,0.0
PLG_IGF2R,0.0
PIP_AQP5,0.0
CALM3_KCNQ3,0.0
CALM3_KCNQ5,0.0
CALM3_ESR1,0.0
CALM3_GRM7,0.0
CALM3_MYLK,0.0
CALM3_PDE1A,0.0
CALM3_INSR,0.0
GDF6_BMPR1B,0.0
GDF6_BMPR1A,0.0
GDF6_BMPR2,0.0
CXCL13_CXCR5,0.0
APP_FPR2,0.0
APP_GRM7,0.0
APP_LRP10,0.0
APP_PLD1,0.0
APP_TSPAN15,0.0
APP_DCC,0.0
APP_CAV1,0.0
APP_RPSA,0.0
APP_TNFRSF21,0.0
APP_NCSTN,0.0
APP_AGER,0.0
DKK2_KREMEN2,0.0
WIF1_RYK,0.0
ADAMTS3_CCBE1,0.0
CXCL13_CCR10,0.0
CXCL13_CXCR3,0.0
CXCL13_GRM7,0.0
CALM3_RYR2,0.0
CALM3_PDE1C,0.0
CALM3_GP6,0.0
WNT1_RYK,0.0
WNT1_LRP5,0.0
WNT1_FZD9,0.0
WNT1_FZD3,0.0
WNT1_FZD8,0.0
CXCL16_GRM7,0.0
CXCL16_CXCR6,0.0
TNFSF12_TNFRSF25,0.0
TNFSF12_TNFRSF12A,0.0
FGF11_FGFR2,0.0
FGF11_FGFR1,0.0
FGF11_FGFR3,0.0
NTN3_NEO1,0.0
NTN3_CDON,0.0
DRAXIN_DCC,0.0
VCAM1_ITGA4,0.0
VCAM1_ITGB1,0.0
VCAM1_ITGB2,0.0
WNT1_ROR2,0.0
SHANK1_ADGRL1,0.0
CALM3_AQP6,0.0
SHANK1_ADGRL2,0.0
CALM3_GRM5,0.0
CALM3_MYLK2,0.0
CALM3_AR,0.0
CALM3_AQP1,0.0
CALM3_SCN4A,0.0
TFF2_MUC6,0.0
S100B_ALCAM,0.0
S100B_AGER,0.0
S100A1_TRPM3,0.0
S100A1_RYR2,0.0
S100A1_RYR1,0.0
S100A1_TLR4,0.0
S100A1_AGER,0.0
SCGB3A1_MARCO,0.0
SHANK1_ADGRB2,0.0
SHANK1_ABCA1,0.0
SHANK1_SSTR2,0.0
APP_VLDLR,0.0
WNT3A_FZD6,0.0
WNT3A_FZD2,0.0
LEFTY1_ACVR1B,0.0
GDF7_BMPR2,0.0
GDF7_BMPR1A,0.0
CALM2_KCNQ3,0.0
CALM2_EGFR,0.0
CALM2_KCNQ5,0.0
CALM2_GRM7,0.0
CALM2_MYLK,0.0
CALM2_PDE1A,0.0
CALM2_INSR,0.0
CALM2_ADCY8,0.0
CALM2_PDE1C,0.0
CALM2_GP6,0.0
CALM2_PLPP6,0.0
CALM2_AQP6,0.0
CALM2_GRM5,0.0
CALM2_MYLK2,0.0
CALM2_AQP1,0.0
REN_ATP6AP2,0.0
LEFTY1_ACVR2B,0.0
LRIG1_EGFR,0.0
CGN_TGFBR1,0.0
DHH_BOC,0.0
DHH_CDON,0.0
DHH_PTCH2,0.0
NPFF_NPFFR1,0.0
NPFF_NPFFR2,0.0
FGF7_FGFR2,0.0
FGF7_FGFR4,0.0
FGF7_FGFR1,0.0
FGF7_FGFR3,0.0
HDC_HRH1,0.0
HDC_HRH2,0.0
HDC_HRH3,0.0
MFGE8_ITGB3,0.0
IGFBP4_FZD8,0.0
CGN_F11R,0.0
CGN_TGFBR2,0.0
CGN_OCLN,0.0
CALM2_SCN4A,0.0
LRIG1_MET,0.0
WNT3A_FZD8,0.0
PIGF_FLT1,0.0
BMP3_ACVR2B,0.0
BMP3_BMPR2,0.0
BMP3_BMPR1A,0.0
BMP3_BMPR1B,0.0
BMP6_BMPR2,0.0
BMP6_BMPR1A,0.0
BMP6_BMPR1B,0.0
SEMA3D_PLXND1,0.0
WNT3A_LRP5,0.0
WNT3A_FZD5,0.0
WNT3A_ROR1,0.0
WNT3A_ATP6AP2,0.0
WNT3A_APCDD1,0.0
WNT3A_RYK,0.0
WNT3A_FZD1,0.0
WNT3A_FZD7,0.0
WNT3A_FZD3,0.0
TNFSF4_TNFRSF4,0.0
QDPR_DYSF,0.0
UCN2_IL10RB,0.0
IL18_IL18BP,0.0
UCN2_CRHR2,0.0
UCN2_CRHR1,0.0
SFRP2_FZD5,0.0
MEGF10_ABCA1,0.0
FGF18_FGFR2,0.0
FGF18_FGFR4,0.0
FGF18_FGFR1,0.0
FGF18_FGFR3,0.0
LIN7C_ABCA1,0.0
LIN7C_KCNJ4,0.0
SERPING1_SELE,0.0
GPHA2_EPHA6,0.0
GPHA2_TSHR,0.0
CTF1_IL6ST,0.0
IL18_CD48,0.0
IL18_IL18R1,0.0
IL18_IL1RAPL1,0.0
VCAM1_EZR,0.0
VCAM1_MSN,0.0
VCAM1_ITGAD,0.0
CD14_ITGA4,0.0
CD14_TLR6,0.0
CD14_TLR9,0.0
CD14_ITGB2,0.0
CD14_TLR4,0.0
CD14_TLR1,0.0
COL3A1_DDR2,0.0
COL3A1_ITGB1,0.0
COL3A1_MAG,0.0
COL3A1_DDR1,0.0
IL13_IL13RA2,0.0
IL13_TMEM219,0.0
IL13_IL2RG,0.0
IL13_IL13RA1,0.0
IL13_IL4R,0.0
NLGN2_NRXN1,0.0
NLGN2_NRXN3,0.0
NLGN2_MDGA1,0.0
CD14_ITGB1,0.0
TRH_TRHR,0.0
CXCL10_SDC4,0.0
IL12A_CD28,0.0
NRTN_RET,0.0
NRTN_GFRA2,0.0
NRTN_GFRA1,0.0
IGF1_INSR,0.0
IGF1_IGF2R,0.0
IL16_GRIN2B,0.0
IL16_KCNJ4,0.0
IL16_KCNJ15,0.0
IL16_KCNA3,0.0
IL16_KCNJ10,0.0
IL16_KCND2,0.0
IL16_GRIN2A,0.0
HSPA4_TLR4,0.0
PCSK9_VLDLR,0.0
PCSK9_LDLR,0.0
SEMA3E_PLXND1,0.0
IL12A_IL12RB1,0.0
CXCL10_DPP4,0.0
CXCL10_CXCR3,0.0
CCL11_ACKR1,0.0
NPTX1_NPTXR,0.0
RGMB_NEO1,0.0
RGMB_BMPR1B,0.0
F2_F2R,0.0
F2_THBD,0.0
F2_GP1BA,0.0
INHBC_ACVR2B,0.0
INHBC_ACVR1B,0.0
CCL19_CCR10,0.0
CCL19_CXCR3,0.0
CCL19_GRM7,0.0
CCL19_ACKR2,0.0
CCL19_CCRL2,0.0
PLG_ITGAM,0.0
PLG_ITGB1,0.0
PLG_PLAUR,0.0
PLG_ITGB2,0.0
PLG_F2R,0.0
RGMB_BMPR2,0.0
HAS2_CD44,0.0
CXCL10_CCR3,0.0
HAS2_HMMR,0.0
CXCL10_GRM7,0.0
BMP1_BMPR2,0.0
BMP1_BMPR1A,0.0
BMP1_BMPR1B,0.0
CXCL8_SDC1,0.0
CXCL8_SDC3,0.0
CXCL8_SDC2,0.0
CXCL8_ACKR1,0.0
CXCL8_CXCR2,0.0
CXCL8_GRM7,0.0
SEMA4C_PLXNB2,0.0
CXCL11_DPP4,0.0
CXCL11_CXCR3,0.0
CXCL11_CCR3,0.0
CXCL11_ACKR1,0.0
CXCL11_GRM7,0.0
PRND_RPSA,0.0
CCL11_ACKR2,0.0
CCL11_DPP4,0.0
ARPC5_ADRB2,0.0
PPBP_CXCR2,0.0
PF4_CXCR3,0.0
PF4_FGFR2,0.0
PF4_SDC2,0.0
PF4_ACKR1,0.0
PF4_GRM7,0.0
PF4_LDLR,0.0
PF4_THBD,0.0
UCN_CRHR1,0.0
UCN_CRHR2,0.0
LIPH_LPAR1,0.0
LIPH_LPAR4,0.0
LIPH_LPAR2,0.0
MELTF_TFRC,0.0
CAMP_P2RX7,0.0
CAMP_FPR2,0.0
IL15_IL15RA,0.0
IL15_IL2RA,0.0
PPBP_GRM7,0.0
PPBP_ACKR1,0.0
SCGB3A2_MARCO,0.0
CXCL5_GRM7,0.0
ARPC5_LDLR,0.0
INHBB_ACVR2B,0.0
INHBB_SMAD3,0.0
INHBB_ACVR1B,0.0
TGFA_ERBB4,0.0
COL6A3_ITGB1,0.0
COL6A3_ITGA2,0.0
PROK2_PROKR1,0.0
IHH_PTCH1,0.0
IHH_HHIP,0.0
IHH_BOC,0.0
IHH_CDON,0.0
IHH_PTCH2,0.0
CXCL3_CXCR2,0.0
CXCL3_GRM7,0.0
CXCL5_ACKR1,0.0
CXCL5_CXCR2,0.0
IL15_IL2RG,0.0
CSF2_ITGB1,0.0
CCL11_CCR3,0.0
VEGFD_ITGA4,0.0
VEGFD_NRP2,0.0
ARF6_PLD1,0.0
ARF6_SMAP1,0.0
JAM3_ITGB1,0.0
JAM3_ITGB2,0.0
HSP90B1_TLR9,0.0
HSP90B1_TLR7,0.0
HSP90B1_TLR4,0.0
HSP90B1_TLR1,0.0
COL6A2_ITGB1,0.0
ANGPTL4_TIE1,0.0
FADD_ABCA1,0.0
FADD_TRADD,0.0
PNOC_GRM7,0.0
PNOC_OPRL1,0.0
PRL_PRLR,0.0
CCL11_CXCR3,0.0
VEGFD_ITGB1,0.0
COL14A1_CD44,0.0
CSF2_CSF2RB,0.0
DEFB1_CCR6,0.0
CSF2_CSF2RA,0.0
CSF2_IL3RA,0.0
CSF2_SDC2,0.0
CSF2_CSF3R,0.0
FABP5_RXRA,0.0
SHH_SCUBE2,0.0
SHH_BOC,0.0
SHH_GPC5,0.0
SHH_CDON,0.0
SHH_GAS1,0.0
SHH_PTCH1,0.0
SHH_PTCH2,0.0
COL1A2_CD44,0.0
COL1A2_ITGB1,0.0
COL1A2_ITGA11,0.0
COL1A2_ITGB3,0.0
COL1A2_CD36,0.0
VEGFA_GRIN2B,0.0
